,input,yields
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,1/4 teaspoon salt,36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,"1 teaspoon vanilla extract 1 cup sugar 2 eggs, lightly beaten 1/4 cup bleached all-purpose flour 1/4 to 1/2 cup finely chopped walnuts (optional) 2 large egg whites, lightly beaten with 2 teaspoons of sugar for the egg wash",36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,1 cup sugar,36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,"2 eggs, lightly beaten",36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,1/4 cup bleached all-purpose flour,36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,1/4 to 1/2 cup finely chopped walnuts (optional),36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,"2 large egg whites, lightly beaten with",36 serving(s)
https://www.seriouseats.com/recipes/2008/03/hamantaschen-recipe-jewish-home-cooking-arthur-schwartz.html,2 teaspoons of sugar for the egg wash,36 serving(s)
https://www.seriouseats.com/recipes/2008/03/irish-ice-cream-soda-guiness-ben-and-jerrys-dublin-mudslide-recipe.html,1 generous scoop of Ben & Jerry's Dublin Mudslide ice cream,
https://www.seriouseats.com/recipes/2008/03/irish-ice-cream-soda-guiness-ben-and-jerrys-dublin-mudslide-recipe.html,1 12-ounce bottle Guinness stout,
https://www.seriouseats.com/recipes/2008/03/irish-ice-cream-soda-guiness-ben-and-jerrys-dublin-mudslide-recipe.html,1/2 ounce Bailey's Irish Cream liqueur,
https://www.seriouseats.com/recipes/2008/03/irish-ice-cream-soda-guiness-ben-and-jerrys-dublin-mudslide-recipe.html,"Chocolate shavings, for garnish",
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,"7 tablespoons / 100 ml olive oil, plus more for drizzling",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,"2 dried red chilies or peperoncino, crumbled or finely chopped",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,"4 cloves garlic, finely sliced",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,"1 red onion, rinely chopped",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,"3 14-ounce / 400-gram cans of plum tomatoes, sieved, or 3 1/2 cups / 800 ml passata",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,Sea salt and freshly ground black pepper,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,18 ounce / 500 grams spaghetti,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,1 teaspoon / 5 ml red wine vinegar,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,3 tablespoons / 45 grams stale bread crumbs,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,"1 tablespoon fresh thyme, chopped (optional)",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jamie-olivers-spaghetti-all-arrabiata-recipe.html,Fried sage leaves (optional),4 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,1 pound russet (baking) potatoes 2 eggs,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,"1 medium onion, peeled and cut into 8 pieces",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,1/4 to 1 1/3 cup matzo meal,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,1 1/2 teaspoons salt,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,1/4 teaspoon freshly ground black pepper,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,Pinch of cream of tartar (optional),6 serving(s)
https://www.seriouseats.com/recipes/2008/03/jewish-home-cooking-potato-latkes-recipe.html,"Peanut, corn, or canola oil, for frying",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,2 1/4 pounds diced leg of lamb,8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,"1 head of garlic, separated into cloves",8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,"12 ounces pitted black olives in brine, 5 ounces drained weight to give 1 1/4 cups",8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,1/2 cup caramelized onions from a jar,8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,4 tablespoons capers,8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,2 teaspoons ground cumin,8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,2 teaspoons ground ginger,8 serving(s)
https://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,1 750ml bottle red wine,8 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,,12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,"3 tablespoons peanut, corn, or canola oil",12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,"2 medium onions, chopped (about 2 cups)",12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,"1 large carrot, peeled",12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,"2 outer ribs celery, chopped (about 1 cup)",12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,1 1/4 cups barley (1/2 pound),12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,1 1/2 cup dried baby lima beans,12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,"1 1/2 cup split peas (green, yellow, or mixed)",12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,"1 ounce dried mushrooms, coarsely crumbled",12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,12 cups (or more) chicken soup,12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,4 cups (or more) water 1 teaspoon salt,12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,1/4 teaspoon freshly ground black pepper,12 serving(s)
https://www.seriouseats.com/recipes/2008/03/mushroom-barley-soup-recipe.html,,12 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,1/2 pound applewood-smoked bacon,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,1 1/2 cups all-purpose flour,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,2 tablespoons sugar,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,2 teaspoons baking powder,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,1 teaspoon baking soda,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,1 teaspoon salt,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,1/4 teaspoon ground cinnamon,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,2 large eggs,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,1/2 cup whole milk,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,"2 Granny Smith apples, peeled and coarsely grated",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,"4 tablespoons (1/2 stick) butter, melted, plus extra for serving",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/new-england-apple-and-bacon-griddlecakes-recipe.html,Maple syrup,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,For the dressing:,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1 tablespoon sesame oil,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1 tablespoon garlic-infused oil,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1 tablespoon soy sauce,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,2 tablespoons sweet chile sauce,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1/3 cup smooth peanut butter,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,2 tablespoons lime juice,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,For the salad:,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1 1/4 pounds cooked egg noodles,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,"2 cups bean sprouts, rinsed",
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1 1/2 cups snow peas,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,"1 red pepper, seeded and cut into small strips",
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,"2 scallions, finely diced",
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1/4 cup sesame seeds,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,1/4 cup chopped fresh cilantro,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-bacon-roast-chicken-recipe.html,1 chicken (about 2 1/2 to 3 pounds),4 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-bacon-roast-chicken-recipe.html,2 strips bacon,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-bacon-roast-chicken-recipe.html,1/4 cup brandy,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,For the dressing:,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1 ripe avocado,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1/2 cup sour cream,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,3 tablespoons lime juice,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,"1 clove garlic, peeled",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1 teaspoon kosher salt or 1/2 teaspoon table salt,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,A good grinding of black pepper,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,For the salad:,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,2 1/2 cups shredded cooked chicken,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,"1 pound jicama, peeled and cut into 1/4-inch matchsticks (or 2 eight-ounce cans water chestnuts sliced into strips)",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,"2 scallions, finely shredded",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1/2 cup finely chopped cilantro,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,3 cups shredded romaine lettuce,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1 fifteen-ounce can black beans,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,"2 tomatoes, seeded and roughly chopped",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1/3 cup roughly chopped pickled jalapeños,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1 tablespoon lime juice,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,1 teaspoon sea salt,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1 tablespoon garlic-infused olive oil,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1 teaspoon dried crushed chiles,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,16 to 18 cups roughly sliced escarole,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1 cup white wine,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1 cup water,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1 pound egg pappardelle,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1/2 cup chopped parsley,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,1/2 cup flaked Parmesan cheese,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,"Salt, to taste",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,"1 long red chile, seeded and finely chopped (optional)",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,For the tuna wraps:,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1 teaspoon mayonnaise,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1/2 teaspoon wasabi paste,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1 or 2 drops sesame oil,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1 soft flour tortilla,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,"1/2 carrot, peeled and cut into matchsticks to give 1/2 cup",
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,"1/4 cucumber, halved lengthwise, seeded and cut into matchsticks to give 1/2 cup",
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,"3 ounces tuna, sliced into 1/16-by-3/4-inch rectangles",
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,For the crab and avocado wraps:,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1/2 cup white crabmeat,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1 teaspoon mayonnaise,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1/2 teaspoon wasabi paste,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1 or 2 drops sesame oil,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1 soft flour tortilla,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1/2 avocado,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,1/4 cup finely shredded iceberg lettuce,
https://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,Squeeze of lemon juice,
https://www.seriouseats.com/recipes/2008/03/orecchiette-carbonara-with-leeks-recipe.html,"4 thick slices of slab bacon, diced",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/orecchiette-carbonara-with-leeks-recipe.html,"2 medium leeks (white and light green part only) halved lengthwise, then cut crosswise into 3/4-inch pieces",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/orecchiette-carbonara-with-leeks-recipe.html,10 ounces shell-shaped pasta,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/orecchiette-carbonara-with-leeks-recipe.html,2 large eggs,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/orecchiette-carbonara-with-leeks-recipe.html,"1/2 cup freshly grated Parmesan cheese, plus more for serving",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/orecchiette-carbonara-with-leeks-recipe.html,1 tablespoon chopped fresh parsley,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,10 shallots,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,5 red chilies,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"1 head of garlic, cloves peeled",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"1 tablespoon shrimp paste (blachan), roasted in oven until dryish and crumbly",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,2 cups (475 ml) fresh coconut cream,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,1 cup (235 ml) coconut milk,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"3 tablespoons (40 grams) yellow beans, puréed (taucheong)",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,1/2 cup (120 ml) tamarind paste,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,7 ounces (200 grams) dried rice noodles (meehoon),4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"1 bunch garlic chives, roughly chopped",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"8 3/4 ounces (250 grams) bean sprouts, rinsed and cleaned with roots removed",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"1 red pepper, flesh shredded finely",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/prawn-and-rice-noodles-recipe.html,"12 medium green prawns, shelled and deveined",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,1/4 cup olive oil,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,"1 large white onion, chopped",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,"8 garlic cloves, minced",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,6 Turkish bay leaves,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,2 pounds ground turkey,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,1 can (14 1/2-ounces) diced tomatoes in juice,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,3/4 cup raisins,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,3/4 cup sliced drained (pitted) pimiento-stuffed green olives,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,1/2 cup dry white wine,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,1 1/2 teaspoons red wine vinegar,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,1 teaspoon ground chipotle powder,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,1/4 teaspoon cayenne pepper,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,"Some cinnamon, oregano, and cumin (whatever smells good)",6 serving(s)
https://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,Salt and pepper,6 serving(s)
https://www.seriouseats.com/recipes/2008/03/prunes-and-sausage-recipe.html,1 pound prunes,
https://www.seriouseats.com/recipes/2008/03/prunes-and-sausage-recipe.html,1 lemon slice,
https://www.seriouseats.com/recipes/2008/03/prunes-and-sausage-recipe.html,"1 pound Polish sausage, sliced",
https://www.seriouseats.com/recipes/2008/03/prunes-and-sausage-recipe.html,Sour cream,
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,12 three-inch (7 1/2-centimeter) pieces veal marrowbone,3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,"1 bunch flat-leaf parsley, leaves picked from stems",3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,"2 shallots, peeled and very thinly sliced",3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,2 tablespoons (30 grams) capers,3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,2 tablespoons (30 ml) extra-virgin olive oil,3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,Juice of 1 lemon,3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,Coarse sea salt,3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,Freshly ground black pepper,3 serving(s)
https://www.seriouseats.com/recipes/2008/03/roast-bone-marrow-and-parsley-salad-anthony-bourdain-recipe.html,"Toasted bread, for serving",3 serving(s)
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,1 1/2 cups white wine vinegar,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,1 3/4 cups water,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,2 1/2 tablespoons sugar,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,1/2 bay leaf,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,4 thyme sprigs,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,Half a dried cayenne pepper or a pinch of dried chile flakes,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,1/2 teaspoon coriander seeds,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,2 whole cloves,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,"1 garlic clove, peeled and cut in half",
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,A big pinch of salt,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-fairytale-picnic-fresh-pickled-vegetables-recipe.html,"A few cups of tiny pieces of one or more vegetables, for example cauliflower florets, sliced carrots, quartered pearl onions, halved okra pods, small turnips cut into wedges, whole green beans, small cubes of celery root, etc.",
https://www.seriouseats.com/recipes/2008/03/sack-lunch-peanut-butter-and-honey-sandwich-recipe.html,"2 slices bread, your choice",
https://www.seriouseats.com/recipes/2008/03/sack-lunch-peanut-butter-and-honey-sandwich-recipe.html,2 tablespoons peanut butter,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-peanut-butter-and-honey-sandwich-recipe.html,1 1/2 tablespoons honey or to taste,
https://www.seriouseats.com/recipes/2008/03/sack-lunch-peanut-butter-and-honey-sandwich-recipe.html,1 thinly sliced banana (optional),
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,6 tablespoons (90 ml) extra-virgin olive oil,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,"1 medium Spanish onion, chopped into 1/2-inch (1-cm) dice",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,"4 garlic cloves, thinly sliced",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,2 tablespoons chopped fresh hot chiles,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,"1 fennel bulb, chopped into 1/2-inch (1-cm) dice, fronds reserved",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,"1 twenty-eight-ounce (828-ml) can tomatoes, crushed by hand, with juice",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,2 cups (475 ml) dry white wine,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,1/2 cup (120 ml) seawater (or 1/2 cup [120 ml] water mixed with 1 teaspoon salt),4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,"16 jumbo shrimp, peeled, head and tail on",4 serving(s)
https://www.seriouseats.com/recipes/2008/03/shrimp-in-crazy-water-mario-batali-recipe.html,Freshly ground black pepper,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/snapshots-from-italy-carrots-in-marsala-recipe.html,1 lb. young carrots,4 serving(s)
https://www.seriouseats.com/recipes/2008/03/snapshots-from-italy-carrots-in-marsala-recipe.html,2 tablespoons unsalted butter,4 serving(s)
